code;destination;rate
456095;denmark mobile telenor;0.84
456096;denmark mobile telenor;0.84
456097;denmark mobile telenor;0.84
456099;denmark mobile tdc;0.84
4561;denmark mobile;0.84
45611;denmark mobile tdc;0.84
45612;denmark mobile tdc;0.84
45613;denmark mobile tdc;0.84
456140;denmark mobile tdc;0.84
456141;denmark mobile tdc;0.84
456142;denmark mobile tdc;0.84
456143;denmark mobile tdc;0.84
456144;denmark mobile tdc;0.84
456145;denmark mobile tdc;0.84
456146;denmark mobile telia;0.84
456147;denmark mobile tdc;0.84
456148;denmark mobile tdc;0.84
456149;denmark mobile tdc;0.84
45615;denmark mobile tdc;0.84
45616;denmark mobile tdc;0.84
45617;denmark mobile tdc;0.84
45618;denmark mobile telenor;0.84
45619;denmark mobile telenor;0.84
4571;denmark mobile;0.84
45711;denmark mobile telenor;0.84
45712;denmark mobile telenor;0.84
45713;denmark mobile tdc;0.84
45714;denmark mobile tdc;0.84
45715;denmark mobile tdc;0.84
45716;denmark mobile tdc;0.84
457170;denmark mobile telenor;0.84
457171;denmark mobile telenor;0.84
457172;denmark mobile tdc;0.84
457174;denmark mobile telenor;0.84
457175;denmark mobile telenor;0.84
457176;denmark mobile telenor;0.84
457177;denmark mobile tdc;0.84
457178;denmark mobile telenor;0.84
457179;denmark mobile telenor;0.84
45718;denmark mobile tdc;0.84
457190;denmark mobile telenor;0.84
457191;denmark mobile telenor;0.84
457192;denmark mobile telenor;0.84
457194;denmark mobile telenor;0.84
457195;denmark mobile telenor;0.84
457199;denmark mobile telenor;0.84
4581;denmark mobile;0.84
45811;denmark mobile telenor;0.84
45812;denmark mobile telenor;0.84
458130;denmark mobile telenor;0.84
458131;denmark mobile telenor;0.84
458132;denmark mobile telenor;0.84
458133;denmark mobile telenor;0.84
458134;denmark mobile telenor;0.84
458135;denmark mobile telenor;0.84
458136;denmark mobile telenor;0.84
458140;denmark mobile tdc;0.84
458141;denmark mobile tdc;0.84
458142;denmark mobile tdc;0.84
458143;denmark mobile tdc;0.84
458144;denmark mobile tdc;0.84
458145;denmark mobile tdc;0.84
45815;denmark mobile telenor;0.84
458160;denmark mobile telenor;0.84
458162;denmark mobile telenor;0.84
458163;denmark mobile telenor;0.84
458164;denmark mobile telenor;0.84
458165;denmark mobile telenor;0.84
458180;denmark mobile telenor;0.84
458181;denmark mobile telenor;0.84
458182;denmark mobile telenor;0.84
458190;denmark mobile telenor;0.84
458191;denmark mobile telenor;0.84
458192;denmark mobile telenor;0.84
458193;denmark mobile telenor;0.84
458194;denmark mobile telenor;0.84
4591;denmark mobile;0.84
459110;denmark mobile telenor;0.84
459111;denmark mobile telenor;0.84
459112;denmark mobile telenor;0.84
459119;denmark mobile telenor;0.84
45914;denmark mobile tdc;0.84
459150;denmark mobile telenor;0.84
459151;denmark mobile telenor;0.84
45916;denmark mobile tdc;0.84
45917;denmark mobile tdc;0.84
459188;denmark mobile telenor;0.84
459191;denmark mobile telenor;0.84
459199;denmark mobile telenor;0.84
4592;denmark mobile;0.84
4593;denmark mobile;0.84
46;sweden;0.84
46252;sweden mobile tele2;0.84
46254;sweden mobile tele2;0.84
46376;sweden mobile telia;0.84
46518;sweden mobile telia;0.84
46519;sweden mobile telia;0.84
46673;sweden mobile telia;0.84
46674;sweden mobile telenor;0.84
46675;sweden mobile hi3g;0.84
46676;sweden mobile others;0.84
4670;sweden mobile others;0.84
46700;sweden mobile tele2;0.84
467010;sweden mobile telia;0.84
467011;sweden mobile telenor;0.84
467012;sweden mobile telia;0.84
467013;sweden mobile telia;0.84
467014;sweden mobile telenor;0.84
467015;sweden mobile tele2;0.84
467016;sweden mobile tele2;0.84
467017;sweden mobile telia;0.84
467018;sweden mobile telia;0.84
4670190;sweden mobile telia;0.84
4670191;sweden mobile telia;0.84
46701921;sweden mobile others;0.84
46701922;sweden mobile others;0.84
46701923;sweden mobile others;0.84
46701924;sweden mobile others;0.84
46701925;sweden mobile others;0.84
46701926;sweden mobile others;0.84
46701927;sweden mobile others;0.84
46701928;sweden mobile others;0.84
46701929;sweden mobile others;0.84
4670193;sweden mobile telia;0.84
4670196;sweden mobile others;0.84
4670197;sweden mobile others;0.84
4670198;sweden mobile telia;0.84
4670199;sweden mobile others;0.84
46702;sweden mobile telia;0.84
46703;sweden mobile telia;0.84
46704;sweden mobile tele2;0.84
46705;sweden mobile telia;0.84
46706;sweden mobile telia;0.84
46707;sweden mobile tele2;0.84
46708;sweden mobile telenor;0.84
46709;sweden mobile telenor;0.84
4671;sweden mobile others;0.84
467190001;sweden mobile telenor;0.84
467190002;sweden mobile telenor;0.84
467190003;sweden mobile telenor;0.84
467190004;sweden mobile telenor;0.84
467190005;sweden mobile telenor;0.84
467191010;sweden mobile telia;0.84
4672;sweden mobile others;0.84
467200;sweden mobile tele2;0.84
467201;sweden mobile tele2;0.84
467202;sweden mobile tele2;0.84
467203;sweden mobile tele2;0.84
467204;sweden mobile tele2;0.84
46720502;sweden mobile telia;0.84
46720503;sweden mobile telia;0.84
46720504;sweden mobile telia;0.84
46720505;sweden mobile telia;0.84
46720506;sweden mobile telia;0.84
46720509;sweden mobile telia;0.84
4672055;sweden mobile telia;0.84
4672056;sweden mobile telia;0.84
4672059;sweden mobile telenor;0.84
467206;sweden mobile telia;0.84
467207;sweden mobile telia;0.84
46720801;sweden mobile telia;0.84
46720802;sweden mobile telia;0.84
46720808;sweden mobile telia;0.84
46720902;sweden mobile telia;0.84
46720908;sweden mobile telia;0.84
467210;sweden mobile telia;0.84
467211;sweden mobile telia;0.84
467212;sweden mobile telia;0.84
467213;sweden mobile telia;0.84
467215;sweden mobile telenor;0.84
467216;sweden mobile telenor;0.84
467217;sweden mobile telenor;0.84
467218;sweden mobile telenor;0.84
467219;sweden mobile telenor;0.84
46722;sweden mobile tele2;0.84
467220;sweden mobile telia;0.84
467221;sweden mobile telia;0.84
467222;sweden mobile telia;0.84
467223;sweden mobile telia;0.84
467224;sweden mobile telia;0.84
467230;sweden mobile hi3g;0.84
467231;sweden mobile hi3g;0.84
467232;sweden mobile hi3g;0.84
467233;sweden mobile hi3g;0.84
46723401;sweden mobile telia;0.84
46723404;sweden mobile telia;0.84
46723405;sweden mobile telia;0.84
46723406;sweden mobile telia;0.84
46723407;sweden mobile telia;0.84
4672341;sweden mobile telia;0.84
467235;sweden mobile telenor;0.84
467236;sweden mobile telenor;0.84
467237;sweden mobile telenor;0.84
467238;sweden mobile telenor;0.84
467239;sweden mobile telenor;0.84
46724000;sweden mobile telenor;0.84
4672402;sweden mobile telia;0.84
467245;sweden mobile telia;0.84
467246;sweden mobile telia;0.84
467247;sweden mobile telia;0.84
467248;sweden mobile telia;0.84
467249;sweden mobile telia;0.84
46725;sweden mobile telia;0.84
467270;sweden mobile telia;0.84
467271;sweden mobile telia;0.84
467272;sweden mobile telia;0.84
467273;sweden mobile telia;0.84
467274;sweden mobile telia;0.84
467276;sweden mobile others;0.84
467277;sweden mobile others;0.84
467278;sweden mobile others;0.84
467280;sweden mobile telia;0.84
467289;sweden mobile telia;0.84
467290;sweden mobile tele2;0.84
467291;sweden mobile tele2;0.84
467292;sweden mobile tele2;0.84
467293;sweden mobile tele2;0.84
467294;sweden mobile tele2;0.84
4673;sweden mobile others;0.84
46730;sweden mobile telia;0.84
467310;sweden mobile telenor;0.84
467311;sweden mobile telia;0.84
46731211;sweden mobile telia;0.84
46731212;sweden mobile telia;0.84
4673125;sweden mobile telenor;0.84
4673128;sweden mobile telenor;0.84
467314;sweden mobile telenor;0.84
467315;sweden mobile telenor;0.84
467316;sweden mobile telia;0.84
4673171;sweden mobile tele2;0.84
4673173;sweden mobile telia;0.84
4673174;sweden mobile telia;0.84
4673175;sweden mobile telia;0.84
467318;sweden mobile telia;0.84
467320;sweden mobile telenor;0.84
467321;sweden mobile tele2;0.84
467322;sweden mobile tele2;0.84
467323;sweden mobile telenor;0.84
467324;sweden mobile telenor;0.84
467325;sweden mobile telenor;0.84
467326;sweden mobile telenor;0.84
467327;sweden mobile telia;0.84
467328;sweden mobile telenor;0.84
467329;sweden mobile telia;0.84
46733;sweden mobile telenor;0.84
467340;sweden mobile telenor;0.84
467341;sweden mobile telenor;0.84
467342;sweden mobile telenor;0.84
467343;sweden mobile telenor;0.84
467344;sweden mobile telenor;0.84
4673456;sweden mobile telia;0.84
4673457;sweden mobile telenor;0.84
4673458;sweden mobile telenor;0.84
46734602;sweden mobile tele2;0.84
46734603;sweden mobile tele2;0.84
46734604;sweden mobile tele2;0.84
46734605;sweden mobile tele2;0.84
46734606;sweden mobile tele2;0.84
46734607;sweden mobile tele2;0.84
46734608;sweden mobile tele2;0.84
46734609;sweden mobile tele2;0.84
4673461;sweden mobile tele2;0.84
4673462;sweden mobile telenor;0.84
4673463;sweden mobile telenor;0.84
4673464;sweden mobile telenor;0.84
4673465;sweden mobile telenor;0.84
4673466;sweden mobile telenor;0.84
4673467;sweden mobile telenor;0.84
4673468;sweden mobile telenor;0.84
4673469;sweden mobile telenor;0.84
4673475;sweden mobile telenor;0.84
4673476;sweden mobile telenor;0.84
4673477;sweden mobile telenor;0.84
4673478;sweden mobile telenor;0.84
4673479;sweden mobile telenor;0.84
467348;sweden mobile telenor;0.84
467349;sweden mobile telenor;0.84
467350;sweden mobile hi3g;0.84
467351;sweden mobile hi3g;0.84
467352;sweden mobile hi3g;0.84
467353;sweden mobile hi3g;0.84
467354;sweden mobile hi3g;0.84
467355;sweden mobile tele2;0.84
467356;sweden mobile tele2;0.84
467357;sweden mobile tele2;0.84
467358;sweden mobile tele2;0.84
467359;sweden mobile tele2;0.84
46736;sweden mobile tele2;0.84
46737;sweden mobile tele2;0.84
467380;sweden mobile telia;0.84
467381;sweden mobile telia;0.84
467382;sweden mobile telia;0.84
467383;sweden mobile telia;0.84
467384;sweden mobile telia;0.84
467385;sweden mobile telenor;0.84
467386;sweden mobile telenor;0.84
46738641;sweden mobile telia;0.84
467387;sweden mobile tele2;0.84
467388;sweden mobile telenor;0.84
467389;sweden mobile tele2;0.84
46739;sweden mobile tele2;0.84
4674;sweden paging;0.56
4676;sweden mobile others;0.84
46760;sweden mobile tele2;0.84
467600;sweden mobile hi3g;0.84
467601;sweden mobile hi3g;0.84
467602;sweden mobile hi3g;0.84
467603;sweden mobile hi3g;0.84
467604;sweden mobile hi3g;0.84
467610;sweden mobile telia;0.84
467611;sweden mobile telia;0.84
467612;sweden mobile telia;0.84
467613;sweden mobile telia;0.84
467614;sweden mobile telia;0.84
467615;sweden mobile telenor;0.84
467616;sweden mobile hi3g;0.84
467617;sweden mobile hi3g;0.84
467618;sweden mobile hi3g;0.84
467619;sweden mobile hi3g;0.84
46762;sweden mobile tele2;0.84
46763;sweden mobile others;0.84
467635;sweden mobile telenor;0.84
467636;sweden mobile telenor;0.84
467637;sweden mobile telenor;0.84
467640;sweden mobile tele2;0.84
467641;sweden mobile tele2;0.84
467642;sweden mobile tele2;0.84
467643;sweden mobile others;0.84
467644;sweden mobile others;0.84
467645;sweden mobile others;0.84
4676460;sweden mobile others;0.84
4676461;sweden mobile others;0.84
4676462;sweden mobile others;0.84
4676463;sweden mobile others;0.84
4676464;sweden mobile others;0.84
4676470;sweden mobile tele2;0.84
4676471;sweden mobile tele2;0.84
4676472;sweden mobile tele2;0.84
4676473;sweden mobile tele2;0.84
4676474;sweden mobile tele2;0.84
4676475;sweden mobile tele2;0.84
4676476;sweden mobile tele2;0.84
4676477;sweden mobile tele2;0.84
467655;sweden mobile tele2;0.84
467656;sweden mobile tele2;0.84
467657;sweden mobile tele2;0.84
467658;sweden mobile tele2;0.84
467659;sweden mobile tele2;0.84
467660;sweden mobile telenor;0.84
467661;sweden mobile telenor;0.84
467662;sweden mobile telenor;0.84
467663;sweden mobile telenor;0.84
467664;sweden mobile telenor;0.84
467665;sweden mobile tele2;0.84
4676667;sweden mobile tele2;0.84
4676668;sweden mobile telenor;0.84
4676670;sweden mobile telia;0.84
4676671;sweden mobile telia;0.84
4676672;sweden mobile telia;0.84
4676673;sweden mobile telia;0.84
4676674;sweden mobile telia;0.84
4676676;sweden mobile telia;0.84
4676677;sweden mobile telia;0.84
467668;sweden mobile tele2;0.84
4676695;sweden mobile tele2;0.84
4676696;sweden mobile tele2;0.84
4676697;sweden mobile tele2;0.84
4676698;sweden mobile tele2;0.84
4676699;sweden mobile tele2;0.84
467670;sweden mobile tele2;0.84
467671;sweden mobile tele2;0.84
4676720;sweden mobile tele2;0.84
4676721;sweden mobile tele2;0.84
4676722;sweden mobile tele2;0.84
4676723;sweden mobile tele2;0.84
4676724;sweden mobile tele2;0.84
4676725;sweden mobile tele2;0.84
467672673;sweden mobile tele2;0.84
4676727;sweden mobile telenor;0.84
467673;sweden mobile telia;0.84
467674;sweden mobile others;0.84
467675;sweden mobile others;0.84
467676;sweden mobile telia;0.84
467677;sweden mobile telia;0.84
467678;sweden mobile telia;0.84
467679;sweden mobile telia;0.84
467680;sweden mobile telia;0.84
467681;sweden mobile telia;0.84
467682;sweden mobile telia;0.84
467683;sweden mobile telia;0.84
467684;sweden mobile telia;0.84
467685;sweden mobile telenor;0.84
467686;sweden mobile telenor;0.84
467687;sweden mobile telenor;0.84
467688;sweden mobile telenor;0.84
467689;sweden mobile telenor;0.84
467690;sweden mobile tele2;0.84
467691;sweden mobile tele2;0.84
467692;sweden mobile tele2;0.84
467693;sweden mobile tele2;0.84
467694;sweden mobile tele2;0.84
467695;sweden mobile others;0.84
467696;sweden mobile others;0.84
467697;sweden mobile others;0.84
4702;norway mobile others 2;6.72
4703;norway mobile others 2;6.72
4704;norway mobile others 2;6.72
4705;norway mobile others 2;6.72
4706;norway mobile others 2;6.72
4707;norway mobile others 2;6.72
4708;norway mobile others 2;6.72
4709;norway mobile others 2;6.72
471;norway mobile others 2;6.72
472;norway oslo;0.84
473;norway;0.84
474;norway 2;1.12
474000;norway mobile netcom;1.12
474001;norway mobile netcom;1.12
474004;norway mobile telenor;1.12
474005;norway mobile telenor;1.12
474006;norway mobile telenor;1.12
474007;norway mobile telenor;1.12
474008;norway mobile telenor;1.12
474009;norway mobile telenor;1.12
474010;norway mobile netcom;1.12
474011;norway mobile netcom;1.12
474012;norway mobile others;1.12
474013;norway mobile others;1.12
474014;norway mobile netcom;1.12
474015;norway mobile telenor;1.12
474016;norway mobile telenor;1.12
474017;norway mobile telenor;1.12
474018;norway mobile telenor;1.12
474019;norway mobile telenor;1.12
47402;norway mobile netcom;1.12
47403;norway mobile netcom;1.12
474040;norway mobile others;1.12
474045;norway mobile netcom;1.12
474046;norway mobile netcom;1.12
474047;norway mobile netcom;1.12
474048;norway mobile netcom;1.12
474049;norway mobile netcom;1.12
474050;norway mobile netcom;1.12
474055;norway mobile netcom;1.12
474060;norway mobile netcom;1.12
474061;norway mobile netcom;1.12
474062;norway mobile netcom;1.12
474063;norway mobile netcom;1.12
474064;norway mobile netcom;1.12
474067;norway mobile others;1.12
47407;norway mobile netcom;1.12
474084;norway mobile telenor;1.12
474085;norway mobile telenor;1.12
474086;norway mobile telenor;1.12
474087;norway mobile telenor;1.12
474088;norway mobile telenor;1.12
474089;norway mobile telenor;1.12
474094;norway mobile others;1.12
474095;norway mobile others;1.12
474096;norway mobile others;1.12
474097;norway mobile others;1.12
474098;norway mobile others;1.12
474099;norway mobile others;1.12
474100;norway mobile netcom;1.12
474101;norway mobile netcom;1.12
474106;norway mobile netcom;1.12
474107;norway mobile netcom;1.12
474117;norway mobile netcom;1.12
474118;norway mobile netcom;1.12
474119;norway mobile netcom;1.12
47412;norway mobile tele2;1.12
47413;norway mobile tele2;1.12
47414;norway mobile telenor;1.12
47415;norway mobile telenor;1.12
47416;norway mobile telenor;1.12
47417;norway mobile telenor;1.12
474184;norway mobile telenor;1.12
474185;norway mobile telenor;1.12
47450;norway mobile netcom;1.12
47451;norway mobile netcom;1.12
47452;norway mobile netcom;1.12
474539;norway mobile netcom;1.12
47454;norway mobile netcom;1.12
474550;norway mobile netcom;1.12
474551;norway mobile netcom;1.12
474552;norway mobile others;1.12
474553;norway mobile others;1.12
474554;norway mobile others;1.12
474555;norway mobile others;1.12
474556;norway mobile others;1.12
474557;norway mobile others;1.12
474558;norway mobile others;1.12
474559;norway mobile netcom;1.12
474566;norway mobile netcom;1.12
474567;norway mobile netcom;1.12
474568;norway mobile netcom;1.12
474569;norway mobile netcom;1.12
474576;norway mobile netcom;1.12
474577;norway mobile netcom;1.12
474578;norway mobile netcom;1.12
474579;norway mobile netcom;1.12
474580;norway mobile telenor;1.12
474581;norway mobile telenor;1.12
474582;norway mobile telenor;1.12
474583;norway mobile netcom;1.12
474584;norway mobile netcom;1.12
474585;norway mobile telenor;1.12
474586;norway mobile netcom;1.12
474588;norway mobile telenor;1.12
474589;norway mobile telenor;1.12
474591;norway mobile others;1.12
474592;norway mobile others;1.12
474593;norway mobile netcom;1.12
474594;norway mobile netcom;1.12
47460;norway mobile others;1.12
474617;norway mobile telenor;1.12
474618;norway mobile telenor;1.12
474619;norway mobile telenor;1.12
474628;norway mobile telenor;1.12
474629;norway mobile telenor;1.12
474630;norway mobile netcom;1.12
474631;norway mobile netcom;1.12
474632;norway mobile netcom;1.12
474633;norway mobile netcom;1.12
47464;norway mobile netcom;1.12
474650;norway mobile netcom;1.12
474654;norway mobile netcom;1.12
474660;norway mobile netcom;1.12
474661;norway mobile netcom;1.12
474662;norway mobile netcom;1.12
474663;norway mobile netcom;1.12
474666;norway mobile telenor;1.12
474667;norway mobile telenor;1.12
474670;norway mobile netcom;1.12
474671;norway mobile others;1.12
474672;norway mobile others;1.12
474673;norway mobile netcom;1.12
474674;norway mobile netcom;1.12
474675;norway mobile netcom;1.12
47468;norway mobile telenor;1.12
474690;norway mobile telenor;1.12
474691;norway mobile telenor;1.12
474692;norway mobile telenor;1.12
474693;norway mobile telenor;1.12
474694;norway mobile telenor;1.12
474695;norway mobile telenor;1.12
474696;norway mobile telenor;1.12
474714;norway mobile netcom;1.12
474715;norway mobile netcom;1.12
474716;norway mobile netcom;1.12
474717;norway mobile netcom;1.12
47472;norway 2;1.12
47473;norway mobile tele2;1.12
474744;norway mobile netcom;1.12
474750;norway mobile telenor;1.12
474751;norway mobile telenor;1.12
474754;norway mobile netcom;1.12
474757;norway mobile netcom;1.12
474758;norway mobile netcom;1.12
474759;norway mobile netcom;1.12
47476;norway mobile telenor;1.12
474770;norway mobile telenor;1.12
474771;norway mobile telenor;1.12
474775;norway mobile telenor;1.12
474776;norway mobile telenor;1.12
474778;norway mobile telenor;1.12
47478;norway mobile telenor;1.12
474790;norway mobile telenor;1.12
474798;norway mobile telenor;1.12
474799;norway mobile telenor;1.12
47480;norway mobile telenor;1.12
47481;norway mobile telenor;1.12
47482;norway mobile telenor;1.12
474830;norway mobile telenor;1.12
474833;norway mobile netcom;1.12
474834;norway mobile netcom;1.12
474837;norway mobile netcom;1.12
474840;norway mobile netcom;1.12
474842;norway mobile telenor;1.12
474850;norway mobile netcom;1.12
474893;norway mobile netcom;1.12
475;norway;0.84
4758;norway mobile others;1.12
475800010;norway mobile others;1.12
475800040;norway mobile netcom;1.12
475800060;norway mobile netcom;1.12
475800070;norway mobile netcom;1.12
475800071;norway mobile netcom;1.12
475800072;norway mobile netcom;1.12
475800073;norway mobile netcom;1.12
475800074;norway mobile netcom;1.12
475800075;norway mobile netcom;1.12
475800089;norway mobile others;1.12
47580009;norway mobile netcom;1.12
475800120;norway mobile telenor;1.12
4759;norway 2;1.12
47591;norway mobile telenor;1.12
47592;norway mobile telenor;1.12
475931;norway mobile netcom;1.12
475932;norway mobile netcom;1.12
47595;norway mobile telenor;1.12
47598;norway mobile netcom;1.12
476;norway;0.84
477;norway;0.84
478;norway;0.84
47810;norway premium;6.72
47811;norway mobile others 2;6.72
47812;norway mobile others 2;6.72
47813;norway mobile others 2;6.72
47814;norway 3;6.72
47815;norway premium;6.72
4785;norway mobile others 2;6.72
47880;norway mobile others 2;6.72
479;norway 2;1.12
47900;norway mobile telenor;1.12
47901;norway mobile telenor;1.12
47902;norway mobile telenor;1.12
479036;norway mobile telenor;1.12
479040;norway mobile telenor;1.12
479041;norway mobile telenor;1.12
479047;norway mobile telenor;1.12
47905;norway mobile telenor;1.12
47906;norway mobile telenor;1.12
47907;norway mobile telenor;1.12
47908;norway mobile telenor;1.12
47909;norway mobile telenor;1.12
479100;norway mobile telenor;1.12
47911;norway mobile telenor;1.12
479124;norway mobile telenor;1.12
479125;norway mobile others;1.12
479126;norway mobile others;1.12
479127;norway mobile others;1.12
479128;norway mobile others;1.12
479129;norway mobile others;1.12
47913;norway mobile telenor;1.12
47915;norway mobile telenor;1.12
47916;norway mobile telenor;1.12
47917;norway mobile telenor;1.12
47918;norway mobile telenor;1.12
479191;norway mobile telenor;1.12
479199;norway mobile telenor;1.12
47920;norway mobile netcom;1.12
479210;norway mobile netcom;1.12
479217;norway mobile netcom;1.12
47922;norway mobile netcom;1.12
479237;norway mobile netcom;1.12
47924;norway mobile netcom;1.12
479257;norway mobile netcom;1.12
47926;norway mobile netcom;1.12
479277;norway mobile netcom;1.12
47928;norway mobile netcom;1.12
479297;norway mobile netcom;1.12
47930;norway mobile netcom;1.12
479317;norway mobile netcom;1.12
47932;norway mobile netcom;1.12
479337;norway mobile netcom;1.12
47934;norway mobile netcom;1.12
479357;norway mobile netcom;1.12
47936;norway mobile netcom;1.12
479377;norway mobile netcom;1.12
47938;norway mobile netcom;1.12
479391;norway mobile netcom;1.12
479400;norway mobile telenor;1.12
479401;norway mobile telenor;1.12
479403;norway mobile telenor;1.12
479405;norway mobile telenor;1.12
479410;norway mobile netcom;1.12
479411;norway mobile netcom;1.12
479412;norway mobile netcom;1.12
479413;norway mobile telenor;1.12
479414;norway mobile telenor;1.12
479415;norway mobile telenor;1.12
479416;norway mobile telenor;1.12
479417;norway mobile telenor;1.12
479418;norway mobile telenor;1.12
479419;norway mobile telenor;1.12
47942;norway mobile netcom;1.12
479442;norway mobile netcom;1.12
479443;norway mobile netcom;1.12
479447;norway mobile netcom;1.12
479448;norway mobile netcom;1.12
479449;norway mobile netcom;1.12
479471;norway mobile others;1.12
479472;norway mobile others;1.12
479473;norway mobile others;1.12
479474;norway mobile telenor;1.12
479475;norway mobile telenor;1.12
479476;norway mobile telenor;1.12
479477;norway mobile telenor;1.12
479478;norway mobile telenor;1.12
479479;norway mobile telenor;1.12
47948;norway mobile telenor;1.12
479490;norway mobile telenor;1.12
479497;norway mobile telenor;1.12
479498;norway mobile telenor;1.12
47950;norway mobile telenor;1.12
47951;norway mobile telenor;1.12
47952;norway mobile telenor;1.12
479530;norway mobile telenor;1.12
479533;norway mobile telenor;1.12
479536;norway mobile telenor;1.12
47954;norway mobile telenor;1.12
479552;norway mobile telenor;1.12
479555;norway mobile telenor;1.12
47957;norway mobile telenor;1.12
47958;norway mobile telenor;1.12
47959;norway mobile telenor;1.12
479601;norway mobile telenor;1.12
479604;norway mobile telenor;1.12
479609;norway mobile telenor;1.12
479620;norway mobile telenor;1.12
479622;norway mobile telenor;1.12
479623;norway mobile telenor;1.12
479650;norway mobile telenor;1.12
479651;norway mobile telenor;1.12
479660;norway mobile telenor;1.12
479661;norway mobile telenor;1.12
479662;norway mobile telenor;1.12
479663;norway mobile telenor;1.12
479664;norway mobile netcom;1.12
479689;norway mobile telenor;1.12
479690;norway mobile telenor;1.12
479691;norway mobile telenor;1.12
479692;norway mobile netcom;1.12
479695;norway mobile others;1.12
479696;norway mobile others;1.12
479697;norway mobile others;1.12
479698;norway mobile others;1.12
479699;norway mobile others;1.12
47970;norway mobile telenor;1.12
47971;norway mobile telenor;1.12
479735;norway mobile others;1.12
479736;norway mobile others;1.12
479737;norway mobile others;1.12
479738;norway mobile others;1.12
479739;norway mobile others;1.12
479740;norway mobile telenor;1.12
479741;norway mobile telenor;1.12
479742;norway mobile telenor;1.12
479743;norway mobile telenor;1.12
479746;norway mobile telenor;1.12
479747;norway mobile telenor;1.12
479748;norway mobile telenor;1.12
479749;norway mobile telenor;1.12
47975;norway mobile telenor;1.12
47976;norway mobile telenor;1.12
47977;norway mobile telenor;1.12
479795;norway mobile telenor;1.12
479796;norway mobile telenor;1.12
479797;norway mobile telenor;1.12
479798;norway mobile telenor;1.12
479799;norway mobile telenor;1.12
47980;norway mobile netcom;1.12
479815;norway mobile netcom;1.12
479816;norway mobile netcom;1.12
479817;norway mobile netcom;1.12
479818;norway mobile netcom;1.12
479819;norway mobile netcom;1.12
47982;norway mobile netcom;1.12
479830;norway mobile netcom;1.12
479831;norway mobile netcom;1.12
479832;norway mobile netcom;1.12
479833;norway mobile netcom;1.12
479834;norway mobile netcom;1.12
479835;norway mobile netcom;1.12
479836;norway mobile netcom;1.12
479837;norway mobile netcom;1.12
47984;norway mobile netcom;1.12
479854;norway mobile netcom;1.12
47986;norway mobile netcom;1.12
479876;norway mobile netcom;1.12
47988;norway mobile netcom;1.12
479899;norway mobile netcom;1.12
479910;norway mobile telenor;1.12
479911;norway mobile telenor;1.12
479912;norway mobile telenor;1.12
479915;norway mobile telenor;1.12
479916;norway mobile telenor;1.12
47992;norway mobile telenor;1.12
47993;norway mobile telenor;1.12
47994;norway mobile telenor;1.12
47995;norway mobile telenor;1.12
479967;norway mobile netcom;1.12
479968;norway mobile netcom;1.12
47999;norway mobile telenor;1.12
48;poland 4;2.52
4811891;poland 5;0.84
4822198;poland olo 2;0.84
48333335;poland olo;101.64
4850;poland mobile orange;8.12
4851;poland mobile orange;8.12
4853;poland mobile orange;8.12
48530;poland mobile p4;8.12
48531;poland mobile p4;8.12
48532;poland mobile era;8.12
48533;poland mobile p4;8.12
48534;poland mobile p4;8.12
48535;poland mobile p4;8.12
485360;poland mobile p4;8.12
485361;poland mobile p4;8.12
485362;poland mobile p4;8.12
485363;poland mobile p4;8.12
485364;poland mobile p4;8.12
485365;poland mobile p4;8.12
485367;poland mobile p4;8.12
485368;poland mobile p4;8.12
485369;poland mobile p4;8.12
48537;poland mobile orange;8.12
48538;poland mobile era;8.12
48539;poland mobile era;8.12
48570;poland mobile orange;8.12
485710;poland mobile orange;8.12
485711;poland mobile orange;8.12
485712;poland mobile orange;8.12
485713;poland mobile orange;8.12
485714;poland mobile orange;8.12
485715;poland mobile orange;8.12
485716;poland mobile orange;8.12
485717;poland mobile orange;8.12
485718;poland mobile orange;8.12
485719;poland mobile orange;8.12
48572;poland mobile orange;8.12
48573;poland mobile orange;8.12
48574;poland mobile orange;8.12
48575;poland mobile orange;8.12
48576;poland mobile orange;8.12
48577;poland mobile orange;8.12
48578;poland mobile orange;8.12
485790;poland mobile p4;8.12
485791;poland mobile plus;8.12
485792;poland mobile plus;8.12
485793;poland mobile plus;8.12
4857951;poland 2;8.12
4857952;poland 2;8.12
4857954;poland 2;8.12
4857955;poland 2;8.12
4857956;poland 2;8.12
485796;poland 2;8.12
485798;poland mobile p4;8.12
485799;poland mobile p4;8.12
4860;poland mobile orange;8.12
48600;poland mobile era;8.12
48601;poland mobile plus;8.12
48602;poland mobile era;8.12
48603;poland mobile plus;8.12
48604;poland mobile era;8.12
48605;poland mobile plus;8.12
48606;poland mobile era;8.12
48607;poland mobile plus;8.12
48608;poland mobile era;8.12
48609;poland mobile plus;8.12
4866;poland mobile orange;8.12
48660;poland mobile era;8.12
48661;poland mobile plus;8.12
48662;poland mobile era;8.12
48663;poland mobile plus;8.12
48664;poland mobile era;8.12
48665;poland mobile plus;8.12
486660;poland mobile era;8.12
486661;poland mobile era;8.12
486662;poland mobile era;8.12
486663;poland mobile era;8.12
486664;poland mobile era;8.12
486665;poland mobile era;8.12
486666;poland mobile p4;8.12
486667;poland mobile era;8.12
486668;poland mobile era;8.12
486669;poland mobile era;8.12
48667;poland mobile plus;8.12
48668;poland mobile era;8.12
